news_id	publish_time
N57757	2019-11-11 08:32:32
N57759	2019-11-09 11:14:55
N57763	2019-11-15 09:17:06
N57764	2019-11-15 09:14:21
N57768	2019-11-09 00:00:19
N57769	2019-11-09 03:14:37
N5777	2019-11-11 19:58:29
N57770	2019-11-13 15:45:03
N57771	2019-11-09 04:12:28
N57772	2019-11-12 08:33:43
N57775	2019-11-15 21:52:57
N57777	2019-11-11 14:52:52
N57780	2019-11-12 05:02:28
N57783	2019-11-09 03:14:37
N57786	2019-11-11 10:29:56
N57791	2019-11-11 10:04:39
N57799	2019-11-12 08:50:57
N578	2019-11-09 19:08:59
N5780	2019-11-09 03:39:33
N57802	2019-11-14 10:11:37
N57805	2019-11-15 13:52:55
N57806	2019-11-10 06:29:45
N57808	2019-11-11 14:35:05
N57809	2019-11-11 05:05:43
N5781	2019-11-12 13:25:38
N57810	2019-11-11 10:54:28
N57813	2019-11-14 08:50:48
N57814	2019-11-12 03:18:44
N57815	2019-11-14 13:20:29
N57817	2019-11-12 16:46:20
N57818	2019-11-13 17:51:58
N57819	2019-11-09 05:57:52
N5782	2019-11-14 06:54:28
N57821	2019-11-15 05:28:31
N57826	2019-11-14 08:42:09
N57827	2019-11-14 10:06:19
N5783	2019-11-10 17:01:18
N57832	2019-11-10 08:04:13
N57833	2019-11-09 09:36:35
N57836	2019-11-12 13:11:38
N57838	2019-11-11 08:50:33
N5784	2019-11-12 13:56:54
N57844	2019-11-11 18:03:04
N57846	2019-11-11 05:23:06
N57847	2019-11-11 08:40:47
N57851	2019-11-13 16:08:32
N57852	2019-11-15 16:01:41
N57853	2019-11-10 19:18:20
N57854	2019-11-15 13:34:04
N57855	2019-11-09 05:26:21
N57859	2019-11-09 17:05:39
N5786	2019-11-12 10:21:50
N57860	2019-11-13 09:41:02
N57862	2019-11-13 05:06:14
N57866	2019-11-13 19:22:07
N57867	2019-11-09 04:34:01
N5787	2019-11-12 13:39:12
N57874	2019-11-14 05:36:39
N57877	2019-11-11 13:33:03
N57881	2019-11-09 06:47:16
N57882	2019-11-13 12:52:38
N57888	2019-11-09 16:51:38
N57889	2019-11-12 10:55:19
N57890	2019-11-15 19:56:39
N57892	2019-11-14 16:45:01
N57893	2019-11-09 00:54:20
N57894	2019-11-11 08:43:31
N57901	2019-11-12 10:29:03
N57904	2019-11-13 06:04:18
N57906	2019-11-10 21:19:45
N5791	2019-11-09 00:28:07
N57912	2019-11-12 12:47:41
N57914	2019-11-10 20:14:07
N57917	2019-11-12 07:50:25
N57919	2019-11-14 16:29:32
N57925	2019-11-10 08:07:47
N57928	2019-11-12 06:12:07
N57929	2019-11-14 13:28:08
N57936	2019-11-09 05:15:28
N57939	2019-11-12 17:01:47
N5794	2019-11-15 07:36:02
N57942	2019-11-09 19:46:51
N57943	2019-11-09 05:24:00
N57944	2019-11-12 17:01:45
N57952	2019-11-15 06:20:51
N57956	2019-11-12 16:06:33
N57957	2019-11-11 06:25:21
N5796	2019-11-15 10:27:18
N57960	2019-11-13 21:31:54
N57962	2019-11-09 16:41:41
N57963	2019-11-12 02:45:00
N57966	2019-11-14 05:49:06
N57968	2019-11-13 09:05:13
N57972	2019-11-09 00:31:17
N57973	2019-11-14 10:20:31
N57974	2019-11-12 18:16:17
N57976	2019-11-10 15:51:28
N57979	2019-11-11 04:45:03
N5798	2019-11-14 16:00:03
N57980	2019-11-10 11:11:52
N57981	2019-11-14 07:28:25
N57984	2019-11-09 10:29:00
N57985	2019-11-09 03:55:15
N57987	2019-11-09 00:04:46
N57989	2019-11-13 10:30:49
N57992	2019-11-14 16:04:34
N57995	2019-11-09 04:02:07
N57998	2019-11-09 01:54:51
N58003	2019-11-11 05:00:58
N58005	2019-11-14 12:04:16
N58006	2019-11-09 00:01:13
N58008	2019-11-12 22:27:22
N58009	2019-11-09 03:56:00
N58011	2019-11-09 03:23:43
N58012	2019-11-12 14:33:19
N58013	2019-11-11 09:15:12
N58015	2019-11-11 20:39:52
N58016	2019-11-11 08:28:39
N58018	2019-11-13 11:04:48
N58020	2019-11-09 14:11:33
N58023	2019-11-13 21:25:01
N58024	2019-11-15 14:59:20
N58029	2019-11-13 11:22:59
N58030	2019-11-09 00:56:05
N58033	2019-11-12 12:46:13
N58037	2019-11-12 19:39:35
N58042	2019-11-13 12:45:32
N58044	2019-11-13 11:48:32
N58047	2019-11-11 13:05:54
N58051	2019-11-09 00:04:35
N58054	2019-11-11 05:19:40
N58055	2019-11-09 07:00:52
N58056	2019-11-11 10:10:12
N5806	2019-11-09 04:08:19
N58062	2019-11-12 12:42:30
N58066	2019-11-11 20:57:05
N58070	2019-11-15 08:14:31
N58075	2019-11-09 00:00:19
N58077	2019-11-12 06:00:38
N58080	2019-11-12 10:23:29
N58081	2019-11-14 18:04:01
N58083	2019-11-12 11:08:07
N58086	2019-11-13 16:30:51
N58087	2019-11-12 06:00:38
N58089	2019-11-14 04:23:07
N58092	2019-11-15 23:28:58
N58098	2019-11-14 16:20:15
N58099	2019-11-12 10:53:45
N58109	2019-11-14 14:25:47
N58114	2019-11-12 02:13:56
N58115	2019-11-10 03:24:38
N58121	2019-11-10 05:40:05
N58122	2019-11-13 16:19:15
N58123	2019-11-14 08:30:56
N58125	2019-11-11 18:38:51
N58128	2019-11-14 09:39:51
N58129	2019-11-15 08:01:17
N58131	2019-11-14 14:45:31
N58133	2019-11-13 05:31:44
N58139	2019-11-12 18:04:15
N58140	2019-11-09 04:46:15
N58143	2019-11-11 04:15:02
N58145	2019-11-13 07:30:42
N58152	2019-11-14 04:40:57
N58153	2019-11-09 15:14:37
N58155	2019-11-12 03:57:11
N58156	2019-11-11 07:08:18
N58161	2019-11-12 20:39:00
N58166	2019-11-10 16:20:46
N5817	2019-11-13 05:34:50
N58170	2019-11-12 18:45:52
N58171	2019-11-12 01:14:16
N58175	2019-11-10 05:00:23
N58176	2019-11-14 04:07:33
N58179	2019-11-14 00:07:30
N58180	2019-11-09 01:29:13
N58181	2019-11-10 20:39:26
N58183	2019-11-09 00:05:52
N58184	2019-11-09 05:06:46
N58186	2019-11-13 13:40:23
N58188	2019-11-15 04:01:02
N58194	2019-11-09 23:47:09
N58197	2019-11-13 22:36:44
N58199	2019-11-11 10:14:57
N5820	2019-11-11 06:35:35
N58204	2019-11-14 06:12:37
N58205	2019-11-15 17:05:57
N58209	2019-11-11 07:06:43
N5821	2019-11-12 01:39:19
N58212	2019-11-14 14:21:30
N58213	2019-11-14 03:13:46
N58216	2019-11-15 03:11:17
N5822	2019-11-15 04:13:31
N58229	2019-11-13 00:20:01
N58236	2019-11-13 12:11:33
N58237	2019-11-15 08:14:02
N58238	2019-11-13 19:40:50
N58239	2019-11-12 14:55:30
N5824	2019-11-13 07:09:27
N58240	2019-11-11 05:42:07
N58241	2019-11-12 06:00:38
N58242	2019-11-10 21:31:11
N58245	2019-11-12 04:42:55
N5825	2019-11-11 10:37:32
N58250	2019-11-12 18:41:20
N58251	2019-11-14 16:20:15
N58256	2019-11-13 04:34:34
N58259	2019-11-11 09:57:33
N58263	2019-11-11 17:33:53
N58264	2019-11-14 03:43:52
N5827	2019-11-09 00:05:52
N58270	2019-11-14 19:50:48
N58271	2019-11-11 22:11:44
N58272	2019-11-12 07:23:28
N58274	2019-11-11 09:36:23
N58276	2019-11-11 16:48:58
N58283	2019-11-09 03:23:31
N58284	2019-11-13 04:32:19
N58285	2019-11-12 22:46:36
N58288	2019-11-12 06:08:39
N58293	2019-11-14 17:19:13
N58294	2019-11-13 09:21:26
N58295	2019-11-09 05:31:34
N58298	2019-11-09 04:56:21
N583	2019-11-11 13:37:11
N5830	2019-11-11 14:52:56
N58301	2019-11-12 04:53:30
N58304	2019-11-13 18:37:29
N58306	2019-11-13 17:12:13
N58307	2019-11-13 04:38:23
N58308	2019-11-13 10:57:23
N58311	2019-11-11 19:26:42
N58314	2019-11-13 08:34:59
N58315	2019-11-10 01:29:20
N58317	2019-11-11 11:16:29
N58319	2019-11-10 13:08:50
N5832	2019-11-09 04:00:48
N58327	2019-11-12 20:17:38
N58329	2019-11-10 13:44:05
N5833	2019-11-14 08:04:08
N58332	2019-11-14 06:30:58
N58333	2019-11-14 14:43:16
N58334	2019-11-14 11:45:44
N58345	2019-11-13 19:30:57
N58348	2019-11-11 15:55:17
N58354	2019-11-15 08:38:24
N58357	2019-11-12 19:42:54
N58359	2019-11-14 05:16:31
N5836	2019-11-13 07:52:33
N58361	2019-11-12 06:24:15
N58363	2019-11-11 16:03:20
N58364	2019-11-12 03:02:21
N58365	2019-11-15 09:46:30
N58369	2019-11-10 17:49:09
N58373	2019-11-09 10:33:53
N58376	2019-11-12 10:45:12
N5838	2019-11-14 07:28:25
N58381	2019-11-12 12:36:35
N58383	2019-11-09 08:28:01
N58386	2019-11-12 01:09:40
N58387	2019-11-11 11:15:12
N58388	2019-11-12 03:44:41
N58392	2019-11-10 00:12:11
N58396	2019-11-12 19:42:54
N58398	2019-11-11 21:16:00
N584	2019-11-15 03:31:11
N58400	2019-11-13 08:26:04
N58402	2019-11-09 00:59:42
N58405	2019-11-14 15:30:08
N58406	2019-11-09 09:05:22
N58407	2019-11-10 07:50:15
N58410	2019-11-10 23:46:02
N58413	2019-11-09 16:17:00
N58414	2019-11-14 10:26:58
N58418	2019-11-11 12:03:35
N5842	2019-11-14 02:08:17
N58422	2019-11-12 06:45:04
N58426	2019-11-13 09:57:59
N58427	2019-11-15 03:40:35
N5843	2019-11-11 17:53:08
N58430	2019-11-12 10:45:12
N58431	2019-11-14 09:16:52
N58440	2019-11-13 05:54:20
N58442	2019-11-11 10:00:16
N58446	2019-11-14 08:18:27
N58448	2019-11-10 11:53:03
N58450	2019-11-10 16:05:26
N58451	2019-11-13 14:56:03
N58453	2019-11-14 11:43:41
N58456	2019-11-12 23:16:39
N58457	2019-11-09 03:14:37
N58461	2019-11-09 10:50:27
N58462	2019-11-15 08:03:33
N58464	2019-11-09 08:11:51
N58465	2019-11-14 08:52:14
N58468	2019-11-11 22:45:53
N58471	2019-11-14 04:29:10
N58477	2019-11-14 08:44:23
N58478	2019-11-10 16:06:09
N58480	2019-11-10 13:10:57
N58482	2019-11-09 11:12:22
N58484	2019-11-11 21:47:23
N58486	2019-11-09 04:33:56
N5849	2019-11-09 03:39:43
N58490	2019-11-11 06:00:48
N58491	2019-11-09 15:40:42
N58499	2019-11-11 05:28:28
N585	2019-11-14 12:10:01
N58500	2019-11-10 04:27:28
N58502	2019-11-11 16:10:54
N58505	2019-11-13 06:53:51
N58506	2019-11-15 11:58:57
N58513	2019-11-11 07:22:50
N58519	2019-11-13 18:38:43
N5852	2019-11-13 10:51:21
N58520	2019-11-11 16:33:09
N58524	2019-11-11 07:12:15
N58525	2019-11-12 07:56:44
N58526	2019-11-13 07:17:48
N58527	2019-11-14 20:37:14
N58530	2019-11-11 04:34:57
N58531	2019-11-09 11:21:50
N58532	2019-11-09 10:41:22
N58534	2019-11-10 18:40:53
N5854	2019-11-14 08:57:33
N58540	2019-11-14 16:00:09
N58542	2019-11-09 06:34:43
N58545	2019-11-15 05:04:58
N58546	2019-11-13 03:37:50
N58547	2019-11-14 06:00:17
N58548	2019-11-14 03:22:33
N58549	2019-11-10 18:36:23
N58552	2019-11-13 05:51:12
N58553	2019-11-09 00:08:23
N58558	2019-11-14 12:08:37
N58562	2019-11-15 04:19:43
N58563	2019-11-11 17:10:45
N58569	2019-11-13 19:22:07
N58570	2019-11-15 08:03:29
N58572	2019-11-10 19:26:13
N58573	2019-11-13 19:28:10
N58574	2019-11-09 00:17:28
N58575	2019-11-11 10:02:34
N58579	2019-11-15 18:04:20
N58581	2019-11-12 05:44:52
N58582	2019-11-12 15:51:17
N58593	2019-11-14 14:01:23
N58594	2019-11-14 21:41:49
N586	2019-11-14 16:45:01
N58601	2019-11-09 00:59:42
N58605	2019-11-12 20:02:22
N58609	2019-11-15 03:51:35
N58610	2019-11-12 20:39:44
N58612	2019-11-14 18:05:40
N58617	2019-11-14 16:00:09
N58620	2019-11-13 23:11:37
N58634	2019-11-10 05:03:19
N58635	2019-11-12 12:51:04
N58636	2019-11-14 06:02:07
N58637	2019-11-10 05:11:18
N58638	2019-11-09 03:08:20
N58649	2019-11-10 04:51:35
N5865	2019-11-13 17:12:21
N58653	2019-11-11 13:54:32
N58656	2019-11-11 09:51:56
N58659	2019-11-13 13:53:25
N58660	2019-11-13 16:20:17
N58662	2019-11-12 03:51:53
N58663	2019-11-10 13:07:35
N58664	2019-11-14 10:38:27
N58669	2019-11-09 11:31:01
N58670	2019-11-14 04:25:02
N58671	2019-11-12 04:17:23
N58673	2019-11-12 04:28:56
N58674	2019-11-10 16:38:39
N58675	2019-11-11 16:16:45
N58676	2019-11-12 07:56:31
N58678	2019-11-12 23:55:42
N58680	2019-11-14 06:40:08
N58682	2019-11-13 15:32:24
N58688	2019-11-14 10:06:19
N58691	2019-11-11 07:00:27
N58693	2019-11-12 06:00:38
N58702	2019-11-10 16:40:17
N58703	2019-11-10 08:44:41
N58704	2019-11-13 03:59:32
N5871	2019-11-12 08:38:31
N58710	2019-11-10 17:50:46
N58711	2019-11-12 05:57:40
N58712	2019-11-10 15:55:15
N58713	2019-11-13 02:36:51
N58716	2019-11-14 05:25:10
N58718	2019-11-11 12:58:27
N58722	2019-11-11 02:05:26
N58725	2019-11-10 16:36:43
N58726	2019-11-10 17:43:15
N58728	2019-11-10 18:23:50
N58731	2019-11-09 05:29:43
N5874	2019-11-15 09:32:03
N58748	2019-11-14 16:38:12
N58751	2019-11-14 08:21:14
N58753	2019-11-12 10:13:28
N58755	2019-11-11 06:01:41
N58758	2019-11-14 12:11:35
N58760	2019-11-11 11:46:57
N58761	2019-11-14 14:02:05
N58762	2019-11-13 14:08:31
N58765	2019-11-14 15:53:39
N58766	2019-11-13 16:11:30
N58767	2019-11-12 15:05:29
N58769	2019-11-09 00:05:52
N5877	2019-11-10 11:14:21
N58773	2019-11-11 11:57:38
N58775	2019-11-09 03:14:37
N58778	2019-11-12 14:59:57
N58784	2019-11-14 13:06:35
N58785	2019-11-15 07:05:10
N58786	2019-11-09 22:15:54
N5879	2019-11-14 03:13:46
N58791	2019-11-12 15:24:52
N5880	2019-11-15 17:44:36
N58802	2019-11-11 15:34:15
N5881	2019-11-15 06:59:11
N58813	2019-11-12 16:16:12
N58814	2019-11-13 16:00:00
N58820	2019-11-14 12:24:44
N58824	2019-11-09 16:25:48
N58827	2019-11-09 04:40:25
N58828	2019-11-14 21:58:42
N58830	2019-11-09 14:20:53
N58831	2019-11-12 17:11:53
N58832	2019-11-13 23:07:15
N58833	2019-11-10 16:05:25
N58836	2019-11-13 16:47:46
N58838	2019-11-11 09:13:21
N58842	2019-11-13 09:30:11
N58848	2019-11-13 19:30:57
N58850	2019-11-09 20:21:52
N58852	2019-11-11 13:28:31
N58857	2019-11-15 17:33:57
N5886	2019-11-09 00:59:42
N58861	2019-11-12 04:18:57
N58875	2019-11-12 08:08:43
N58881	2019-11-09 00:38:43
N58884	2019-11-15 04:44:08
N58885	2019-11-11 00:23:24
N58886	2019-11-11 04:45:35
N58887	2019-11-13 12:36:46
N58888	2019-11-12 04:44:51
N5889	2019-11-09 00:03:09
N58890	2019-11-09 00:05:52
N58893	2019-11-13 17:18:49
N58894	2019-11-14 10:07:01
N58896	2019-11-10 14:22:21
N58899	2019-11-14 18:05:20
N589	2019-11-11 11:24:58
N5890	2019-11-09 06:05:10
N58900	2019-11-09 02:13:08
N58903	2019-11-12 13:58:31
N58906	2019-11-09 08:17:59
N5891	2019-11-15 15:01:59
N58910	2019-11-11 08:03:24
N58911	2019-11-14 09:12:31
N58922	2019-11-09 21:58:32
N58924	2019-11-15 03:45:43
N58927	2019-11-09 14:31:14
N58929	2019-11-11 14:41:00
N58931	2019-11-12 01:45:13
N58934	2019-11-11 05:42:18
N58935	2019-11-14 16:10:44
N58937	2019-11-09 18:20:24
N5894	2019-11-13 16:15:40
N58941	2019-11-09 00:36:31
N58944	2019-11-14 11:51:53
N58945	2019-11-14 08:57:33
N58950	2019-11-15 16:07:06
N58951	2019-11-13 08:56:51
N58953	2019-11-13 11:33:22
N58958	2019-11-12 10:05:46
N58959	2019-11-10 11:09:09
N58960	2019-11-12 13:18:02
N58961	2019-11-12 16:35:24
N58965	2019-11-11 07:27:16
N58967	2019-11-12 08:43:53
N58969	2019-11-15 14:41:33
N5897	2019-11-15 07:37:35
N58970	2019-11-09 06:52:45
N58976	2019-11-12 02:10:35
N58977	2019-11-09 11:59:19
N58981	2019-11-12 05:50:12
N58985	2019-11-12 03:35:06
N5899	2019-11-09 14:20:53
N58990	2019-11-13 11:09:49
N58994	2019-11-14 06:58:00
N590	2019-11-10 19:32:00
N59000	2019-11-12 22:34:53
N59003	2019-11-13 10:01:28
N59005	2019-11-14 03:32:17
N59006	2019-11-11 08:11:22
N59009	2019-11-14 08:01:30
N59012	2019-11-13 18:47:32
N59013	2019-11-09 11:37:09
N59016	2019-11-11 12:17:01
N59019	2019-11-11 04:35:03
N59020	2019-11-09 02:05:31
N59022	2019-11-13 10:15:10
N59024	2019-11-09 00:16:38
N59025	2019-11-13 16:16:14
N59030	2019-11-09 00:02:50
N59031	2019-11-13 13:44:20
N59032	2019-11-11 16:36:54
N5904	2019-11-09 14:04:18
N59041	2019-11-13 06:51:00
N59042	2019-11-15 03:51:35
N59044	2019-11-09 04:43:19
N59048	2019-11-12 20:14:21
N5905	2019-11-09 00:16:38
N59050	2019-11-09 05:41:32
N59052	2019-11-10 06:03:59
N59054	2019-11-11 12:36:33
N59055	2019-11-09 13:03:33
N59056	2019-11-13 10:45:57
N59059	2019-11-14 10:40:05
N59060	2019-11-14 10:35:47
N59064	2019-11-14 09:54:43
N59065	2019-11-10 08:44:47
N59067	2019-11-13 13:36:09
N59069	2019-11-09 20:13:30
N59070	2019-11-14 07:46:11
N59071	2019-11-09 16:05:09
N59073	2019-11-13 11:33:50
N59075	2019-11-12 03:02:21
N59076	2019-11-14 16:30:57
N59077	2019-11-11 18:34:29
N59079	2019-11-12 06:57:25
N5908	2019-11-15 07:35:55
N59082	2019-11-14 22:19:53
N59088	2019-11-12 17:47:15
N59094	2019-11-12 02:58:44
N59096	2019-11-09 03:42:29
N59100	2019-11-14 13:04:43
N59114	2019-11-14 17:35:29
N59126	2019-11-15 15:05:05
N59127	2019-11-12 16:46:04
N5913	2019-11-15 05:05:45
N59130	2019-11-09 03:12:09
N59131	2019-11-14 18:49:09
N59136	2019-11-13 09:35:57
N59138	2019-11-13 10:41:48
N59140	2019-11-12 18:52:40
N59142	2019-11-14 04:17:49
N59143	2019-11-09 00:36:31
N59144	2019-11-09 11:06:25
N59149	2019-11-15 14:46:51
N59150	2019-11-09 10:17:27
N59153	2019-11-11 11:09:28
N59157	2019-11-09 13:13:31
N59160	2019-11-10 18:36:23
N59161	2019-11-10 08:26:20
N59162	2019-11-14 05:51:54
N59165	2019-11-10 06:13:45
N59168	2019-11-13 05:31:44
N59169	2019-11-09 02:46:31
N5917	2019-11-09 05:42:42
N59170	2019-11-12 16:02:01
N59174	2019-11-15 22:49:18
N59184	2019-11-09 18:02:52
N59186	2019-11-13 15:56:41
N59188	2019-11-10 19:59:36
N59189	2019-11-15 11:06:00
N59191	2019-11-12 13:43:36
N59194	2019-11-13 19:28:46
N59195	2019-11-09 16:43:29
N59197	2019-11-09 22:18:00
N59204	2019-11-11 09:15:16
N59206	2019-11-13 20:26:04
N59209	2019-11-12 14:27:13
N59211	2019-11-10 18:43:16
N59213	2019-11-09 04:43:19
N59214	2019-11-13 10:11:34
N59215	2019-11-11 04:48:17
N59227	2019-11-12 05:54:19
N59228	2019-11-11 08:40:22
N59229	2019-11-14 10:47:53
N59236	2019-11-09 05:31:34
N59238	2019-11-13 12:24:23
N59240	2019-11-13 20:19:54
N59250	2019-11-09 07:52:58
N59252	2019-11-10 09:35:55
N59257	2019-11-14 17:29:49
N59263	2019-11-14 15:51:25
N59266	2019-11-14 02:45:24
N59267	2019-11-13 16:47:31
N59270	2019-11-11 06:05:04
N59272	2019-11-12 00:45:12
N59277	2019-11-09 00:38:43
N5928	2019-11-15 08:02:30
N59286	2019-11-13 09:17:57
N59287	2019-11-13 15:01:47
N59288	2019-11-14 08:45:15
N59293	2019-11-12 10:37:00
N59296	2019-11-12 16:24:41
N59298	2019-11-13 08:55:48
N5930	2019-11-13 10:38:50
N59302	2019-11-12 01:14:16
N59307	2019-11-15 12:57:51
N59308	2019-11-15 11:07:48
N59310	2019-11-12 04:54:09
N59312	2019-11-11 22:08:20
N59317	2019-11-13 12:05:18
N59320	2019-11-15 06:31:22
N59323	2019-11-10 06:03:59
N59324	2019-11-12 12:16:09
N59328	2019-11-10 04:48:29
N59337	2019-11-15 16:08:36
N59340	2019-11-12 16:29:40
N59343	2019-11-10 23:46:02
N59344	2019-11-13 08:54:33
N59350	2019-11-12 07:09:35
N59356	2019-11-09 05:34:44
N59357	2019-11-11 07:59:59
N59362	2019-11-12 17:43:11
N59365	2019-11-13 05:13:29
N59367	2019-11-15 02:57:33
N59369	2019-11-11 16:38:23
N59375	2019-11-14 15:28:53
N59377	2019-11-11 08:16:41
N59380	2019-11-09 00:04:46
N59382	2019-11-14 01:41:32
N59384	2019-11-14 10:20:31
N59385	2019-11-11 05:15:18
N59388	2019-11-13 14:59:53
N59389	2019-11-12 10:16:37
N5939	2019-11-09 00:23:17
N59390	2019-11-10 04:22:37
N59391	2019-11-13 09:55:36
N59392	2019-11-09 12:02:24
N59393	2019-11-10 09:51:57
N59399	2019-11-14 08:01:30
N594	2019-11-10 17:18:05
N5940	2019-11-14 17:29:49
N59407	2019-11-09 00:36:31
N59408	2019-11-10 04:36:47
N59412	2019-11-14 21:48:41
N59413	2019-11-11 12:09:25
N59414	2019-11-09 00:50:13
N59415	2019-11-15 13:19:10
N59422	2019-11-12 16:01:13
N59423	2019-11-15 04:35:25
N59427	2019-11-13 08:36:50
N59428	2019-11-09 16:51:20
N5943	2019-11-14 13:17:15
N59431	2019-11-11 11:34:05
N59432	2019-11-15 04:30:00
N59436	2019-11-10 16:10:03
N59439	2019-11-14 07:27:25
N59442	2019-11-13 18:49:17
N59443	2019-11-10 18:16:18
N5945	2019-11-14 01:49:10
N59450	2019-11-11 16:13:09
N59455	2019-11-11 08:56:34
N59457	2019-11-09 03:18:21
N59459	2019-11-14 09:09:38
N5946	2019-11-13 17:31:22
N59461	2019-11-11 20:33:31
N59462	2019-11-13 18:38:54
N59463	2019-11-12 01:33:40
N59464	2019-11-14 05:00:34
N59467	2019-11-12 08:57:51
N59469	2019-11-09 00:36:31
N59471	2019-11-15 06:05:49
N59472	2019-11-11 09:11:37
N59476	2019-11-12 15:10:28
N59477	2019-11-12 05:10:35
N59478	2019-11-10 04:49:30
N5948	2019-11-09 00:16:38
N59480	2019-11-11 08:59:16
N59482	2019-11-13 13:36:31
N59487	2019-11-12 13:35:30
N5949	2019-11-14 21:58:42
N59490	2019-11-14 10:03:04
N59492	2019-11-10 08:25:06
N59494	2019-11-14 15:51:02
N59495	2019-11-14 03:48:43
N595	2019-11-11 06:27:38
N5950	2019-11-11 11:46:44
N59501	2019-11-13 19:30:57
N59503	2019-11-11 11:54:49
N59504	2019-11-14 10:33:24
N59508	2019-11-09 00:39:42
N59511	2019-11-11 07:49:03
N59514	2019-11-10 17:16:47
N59515	2019-11-12 16:33:43
N59517	2019-11-09 11:59:19
N5952	2019-11-11 07:39:33
N59520	2019-11-09 07:24:24
N59522	2019-11-12 05:45:51
N59526	2019-11-15 05:26:40
N59529	2019-11-09 18:01:24
N59530	2019-11-09 02:59:14
N59531	2019-11-13 09:43:24
N59537	2019-11-12 00:42:31
N59541	2019-11-13 06:36:44
N59542	2019-11-09 10:29:00
N59543	2019-11-14 19:26:38
N59544	2019-11-09 11:13:03
N5955	2019-11-09 12:03:05
N59550	2019-11-12 04:28:52
N59556	2019-11-11 09:11:23
N59558	2019-11-09 10:27:13
N59559	2019-11-09 19:30:01
N59561	2019-11-09 00:04:46
N59562	2019-11-13 16:24:10
N59566	2019-11-13 05:31:44
N59567	2019-11-09 02:22:50
N59569	2019-11-09 06:46:49
N5957	2019-11-09 01:06:09
N59574	2019-11-09 02:04:34
N59576	2019-11-09 00:03:09
N59577	2019-11-15 16:00:50
N59580	2019-11-11 12:03:35
N59583	2019-11-10 12:12:53
N59586	2019-11-14 05:45:32
N59589	2019-11-11 19:18:32
N59596	2019-11-12 13:18:47
N59599	2019-11-12 13:35:14
N59601	2019-11-10 18:37:29
N59602	2019-11-14 16:20:15
N59606	2019-11-14 20:42:42
N59607	2019-11-11 04:34:51
N5961	2019-11-12 10:06:40
N59612	2019-11-11 15:34:23
N59613	2019-11-11 13:59:54
N59614	2019-11-13 13:32:29
N59617	2019-11-13 08:24:16
N59618	2019-11-09 09:20:40
N59619	2019-11-12 12:26:34
N59622	2019-11-12 12:44:36
N59625	2019-11-12 13:33:09
N59632	2019-11-12 17:50:52
N59633	2019-11-11 12:18:44
N59640	2019-11-09 23:52:22
N59644	2019-11-10 05:29:20
N59645	2019-11-09 03:42:29
N5965	2019-11-11 17:18:23
N59653	2019-11-09 00:31:12
N59654	2019-11-09 14:54:28
N59655	2019-11-15 03:31:08
N59656	2019-11-12 08:11:00
N59659	2019-11-09 06:50:12
N5966	2019-11-14 16:01:39
N59661	2019-11-11 17:08:26
N59663	2019-11-14 08:09:56
N59673	2019-11-12 17:43:55
N59678	2019-11-09 19:45:32
N5968	2019-11-12 03:41:31
N59685	2019-11-13 06:02:07
N59692	2019-11-10 04:36:39
N59693	2019-11-10 16:48:08
N597	2019-11-11 06:03:10
N59701	2019-11-13 03:37:50
N59706	2019-11-11 10:20:03
N59707	2019-11-13 09:44:02
N59708	2019-11-11 06:43:10
N59710	2019-11-11 21:38:20
N59711	2019-11-13 13:52:23
N59712	2019-11-11 05:40:55
N59713	2019-11-11 16:24:14
N59716	2019-11-11 10:26:27
N59717	2019-11-10 16:36:43
N59722	2019-11-12 16:51:31
N59728	2019-11-11 06:48:38
N59730	2019-11-12 20:08:31
N59732	2019-11-14 16:01:02
N59733	2019-11-13 15:28:17
N59747	2019-11-11 04:41:31
N59749	2019-11-14 18:22:38
N5975	2019-11-10 09:15:39
N59750	2019-11-11 13:47:13
N59755	2019-11-12 20:22:43
N59758	2019-11-13 23:40:50
N59761	2019-11-09 00:08:23
N59764	2019-11-14 03:10:06
N59768	2019-11-13 09:59:32
N59770	2019-11-12 12:28:52
N59771	2019-11-11 05:08:12
N59773	2019-11-12 10:08:28
N59774	2019-11-09 07:52:58
N59779	2019-11-13 20:18:52
N59780	2019-11-11 08:06:38
N59782	2019-11-12 14:29:00
N59783	2019-11-13 05:51:12
N59785	2019-11-10 18:23:32
N59786	2019-11-09 12:19:32
N5979	2019-11-10 15:40:09
N59796	2019-11-11 16:33:43
N59797	2019-11-12 21:58:07
N5980	2019-11-10 18:56:45
N59800	2019-11-12 06:04:39
N59801	2019-11-09 15:25:17
N59804	2019-11-11 13:21:02
N59805	2019-11-09 01:01:16
N59809	2019-11-13 16:51:37
N5981	2019-11-14 16:08:42
N59813	2019-11-14 06:47:49
N59814	2019-11-14 12:31:16
N59815	2019-11-12 13:08:30
N59816	2019-11-10 15:09:06
N5982	2019-11-12 13:32:48
N59820	2019-11-13 07:04:55
N59821	2019-11-12 16:08:50
N59824	2019-11-13 09:54:24
N59825	2019-11-11 14:26:29
N59831	2019-11-11 10:26:24
N59833	2019-11-14 17:41:45
N59835	2019-11-15 20:36:00
N59836	2019-11-10 17:45:09
N59837	2019-11-14 06:24:58
N59838	2019-11-12 06:52:24
N59841	2019-11-14 05:45:32
N59845	2019-11-09 14:05:17
N59848	2019-11-09 09:18:23
N59850	2019-11-15 03:23:30
